# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	440139	442811	-	GCF_011405655.1_00356	malT	HTH-type transcriptional regulator MalT	COG:COG2909, UserProtein:GCF_011405655.1_00356
contig_1	cds	443018	444229	+	GCF_011405655.1_00357	baiF_1	Bile acid-CoA transferase	COG:COG1804, EC:2.8.3.25, UserProtein:GCF_011405655.1_00357
contig_1	cds	444345	444890	+	GCF_011405655.1_00358		hypothetical protein	UserProtein:GCF_011405655.1_00358
contig_1	cds	444893	445336	+	GCF_011405655.1_00359		hypothetical protein	UserProtein:GCF_011405655.1_00359
contig_1	cds	445361	446665	+	GCF_011405655.1_00360		hypothetical protein	UserProtein:GCF_011405655.1_00360
contig_1	cds	446702	447910	+	GCF_011405655.1_00361	baiF_2	Bile acid-CoA transferase	COG:COG1804, EC:2.8.3.25, UserProtein:GCF_011405655.1_00361
contig_1	cds	447915	449087	+	GCF_011405655.1_00362	caiA_1	Crotonobetainyl-CoA reductase	COG:COG1960, EC:1.3.8.13, UserProtein:GCF_011405655.1_00362
contig_1	cds	449096	449854	+	GCF_011405655.1_00363	fixA	Protein FixA	COG:COG2086, SO:0001217, UniRef:UniRef50_F7UUP9, UserProtein:GCF_011405655.1_00363
contig_1	cds	449869	450762	+	GCF_011405655.1_00364	fixB	Protein FixB	COG:COG2025, SO:0001217, UniRef:UniRef50_K0YK20, UserProtein:GCF_011405655.1_00364
contig_1	cds	450985	452448	-	GCF_011405655.1_00365		hypothetical protein	UserProtein:GCF_011405655.1_00365
contig_1	cds	452767	454059	-	GCF_011405655.1_00203		hypothetical protein	SO:0001217, UniRef:UniRef50_D0WF85, UserProtein:GCF_011405655.1_00203
contig_1	cds	454432	456078	-	GCF_011405655.1_00367		hypothetical protein	UserProtein:GCF_011405655.1_00367
contig_1	cds	456237	456944	+	GCF_011405655.1_00368		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KTV3, UserProtein:GCF_011405655.1_00368
contig_1	cds	456981	459194	+	GCF_011405655.1_00369	phsA	Thiosulfate reductase molybdopterin-containing subunit PhsA	COG:COG0243, EC:1.8.5.5, SO:0001217, UniRef:UniRef50_A0A6N2Y8V0, UserProtein:GCF_011405655.1_00369
contig_1	cds	459194	459730	+	GCF_011405655.1_00370	ttrB_1	Tetrathionate reductase subunit B	COG:COG0437, SO:0001217, UniRef:UniRef50_A0A132MHF1, UserProtein:GCF_011405655.1_00370
contig_1	cds	459737	460603	+	GCF_011405655.1_00371		hypothetical protein	SO:0001217, UniRef:UniRef50_F7UVZ1, UserProtein:GCF_011405655.1_00371
contig_1	cds	460798	462321	-	GCF_011405655.1_00372		hypothetical protein	SO:0001217, UniRef:UniRef50_R9JAB3, UserProtein:GCF_011405655.1_00372
contig_1	cds	462318	463862	-	GCF_011405655.1_00373		hypothetical protein	SO:0001217, UniRef:UniRef50_C8WL69, UserProtein:GCF_011405655.1_00373
contig_1	cds	464167	466512	+	GCF_011405655.1_00374		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6F8SJ07, UserProtein:GCF_011405655.1_00374
contig_1	cds	466535	467353	+	GCF_011405655.1_00375		Protein-ADP-ribose hydrolase	EC:3.2.1.-, SO:0001217, UniRef:UniRef50_G9PLV6, UserProtein:GCF_011405655.1_00375
contig_1	cds	467410	467976	+	GCF_011405655.1_00376		hypothetical protein	SO:0001217, UniRef:UniRef50_F7UW65, UserProtein:GCF_011405655.1_00376
contig_1	cds	468111	469745	+	GCF_011405655.1_00377	mdtD	Putative multidrug resistance protein MdtD	UserProtein:GCF_011405655.1_00377
contig_1	cds	470126	470830	-	GCF_011405655.1_00378	phoP	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP	COG:COG0745, SO:0001217, UniRef:UniRef50_C8WP93, UserProtein:GCF_011405655.1_00378
contig_1	cds	470893	472674	-	GCF_011405655.1_00379	rcsC	Sensor histidine kinase RcsC	EC:2.7.13.3, SO:0001217, UniRef:UniRef50_D0WFD7, UserProtein:GCF_011405655.1_00379
contig_1	cds	472974	475334	+	GCF_011405655.1_00380	dmsA	Dimethyl sulfoxide reductase DmsA	COG:COG0243, EC:1.8.5.3, SO:0001217, UniRef:UniRef50_C8WP95, UserProtein:GCF_011405655.1_00380
contig_1	cds	475339	475905	+	GCF_011405655.1_00381	dmsB_2	Anaerobic dimethyl sulfoxide reductase chain B	COG:COG0437, SO:0001217, UniRef:UniRef50_A0A3N0I9D9, UserProtein:GCF_011405655.1_00381
contig_1	cds	476005	477207	+	GCF_011405655.1_00382		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A369P794, UserProtein:GCF_011405655.1_00382
contig_1	cds	477207	477884	+	GCF_011405655.1_00383		putative ABC transporter ATP-binding protein	COG:COG0664, SO:0001217, UniRef:UniRef50_A0A369LB34, UserProtein:GCF_011405655.1_00383
contig_1	cds	477881	479032	+	GCF_011405655.1_00384		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A4S4G4G7, UserProtein:GCF_011405655.1_00384
contig_1	cds	479044	479463	+	GCF_011405655.1_00385		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6F8SI46, UserProtein:GCF_011405655.1_00385
contig_1	cds	479572	480231	+	GCF_011405655.1_00386		hypothetical protein	UserProtein:GCF_011405655.1_00386
contig_1	cds	480235	480891	+	GCF_011405655.1_00387		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6F8SHK8, UserProtein:GCF_011405655.1_00387
contig_1	cds	480957	481322	-	GCF_011405655.1_00388		hypothetical protein	UserProtein:GCF_011405655.1_00388
contig_1	cds	481429	481944	-	GCF_011405655.1_00389		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A369LLX4, UserProtein:GCF_011405655.1_00389
contig_1	cds	482110	483042	+	GCF_011405655.1_00390	metF	5,10-methylenetetrahydrofolate reductase	COG:COG0685, EC:1.5.1.20, SO:0001217, UniRef:UniRef50_A0A6N7RQ57, UserProtein:GCF_011405655.1_00390
contig_1	cds	483133	483795	+	GCF_011405655.1_00391		hypothetical protein	UserProtein:GCF_011405655.1_00391
contig_1	cds	483779	486517	+	GCF_011405655.1_00392	metH	Methionine synthase	COG:COG0646, EC:2.1.1.13, SO:0001217, UniRef:UniRef50_A0A7X8RPM1, UserProtein:GCF_011405655.1_00392
contig_1	cds	486602	486919	+	GCF_011405655.1_00393		hypothetical protein	SO:0001217, UniRef:UniRef50_E1QWH7, UserProtein:GCF_011405655.1_00393
contig_1	cds	487078	487926	+	GCF_011405655.1_00394	apbC	Iron-sulfur cluster carrier protein	COG:COG0489, SO:0001217, UniRef:UniRef50_A0A0A8B5Y6, UserProtein:GCF_011405655.1_00394
contig_1	cds	488477	489874	+	GCF_011405655.1_00396	prsA	Foldase protein PrsA	EC:5.2.1.8, UserProtein:GCF_011405655.1_00396
contig_1	cds	490168	491469	+	GCF_011405655.1_00397	mtaD	5-methylthioadenosine/S-adenosylhomocysteine deaminase	COG:COG0402, EC:3.5.4.28, SO:0001217, UniRef:UniRef50_A0A7W5D247, UserProtein:GCF_011405655.1_00397
contig_1	cds	491842	492798	-	GCF_011405655.1_00398		hypothetical protein	UserProtein:GCF_011405655.1_00398
contig_1	cds	493401	495479	+	GCF_011405655.1_00399	fusA_1	Elongation factor G	COG:COG0480, SO:0001217, UniRef:UniRef50_A0A7J5W864, UserProtein:GCF_011405655.1_00399
contig_1	cds	495824	499357	+	GCF_011405655.1_00400	rpoB	DNA-directed RNA polymerase subunit beta	COG:COG0085, EC:2.7.7.6, SO:0001217, UniRef:UniRef50_A0A124EGZ6, UserProtein:GCF_011405655.1_00400
contig_1	cds	499362	503783	+	GCF_011405655.1_00401	rpoC	DNA-directed RNA polymerase subunit beta'	COG:COG0086, EC:2.7.7.6, SO:0001217, UniRef:UniRef50_K0Z991, UserProtein:GCF_011405655.1_00401
contig_1	cds	504157	505101	-	GCF_011405655.1_00402	hcaR	Hca operon transcriptional activator HcaR	SO:0001217, UniRef:UniRef50_C7N729, UserProtein:GCF_011405655.1_00402
contig_1	cds	505418	507052	-	GCF_011405655.1_00403	rsxB_2	Ion-translocating oxidoreductase complex subunit B	EC:7.-.-.-, SO:0001217, UniRef:UniRef50_A0A6F8SI19, UserProtein:GCF_011405655.1_00403
contig_1	cds	507045	508925	-	GCF_011405655.1_00404		hypothetical protein	UserProtein:GCF_011405655.1_00404
contig_1	cds	508947	509693	-	GCF_011405655.1_00405	torD	Chaperone protein TorD	SO:0001217, UniRef:UniRef50_A0A6F8SI67, UserProtein:GCF_011405655.1_00405
contig_1	cds	509704	510531	-	GCF_011405655.1_00406		hypothetical protein	UserProtein:GCF_011405655.1_00406
contig_1	cds	510796	511647	+	GCF_011405655.1_00407		hypothetical protein	UserProtein:GCF_011405655.1_00407
contig_1	cds	511993	515052	+	GCF_011405655.1_00408	pcrA_1	Perchlorate reductase subunit alpha	COG:COG0243, EC:1.97.1.-, SO:0001217, UniRef:UniRef50_A0A143WZ77, UserProtein:GCF_011405655.1_00408
contig_1	cds	515071	515688	+	GCF_011405655.1_00409	phsB	Thiosulfate reductase electron transfer subunit PhsB	COG:COG0437, SO:0001217, UniRef:UniRef50_R9L5J7, UserProtein:GCF_011405655.1_00409
contig_1	cds	515692	516561	+	GCF_011405655.1_00410		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6F8SN82, UserProtein:GCF_011405655.1_00410
contig_1	cds	516630	517496	+	GCF_011405655.1_00411		hypothetical protein	SO:0001217, UniRef:UniRef50_C7N720, UserProtein:GCF_011405655.1_00411
contig_1	cds	517573	518256	+	GCF_011405655.1_00412	napG	Ferredoxin-type protein NapG	COG:COG1145, SO:0001217, UniRef:UniRef50_A0A6F8SHZ2, UserProtein:GCF_011405655.1_00412
contig_1	cds	518266	519276	+	GCF_011405655.1_00413		hypothetical protein	UserProtein:GCF_011405655.1_00413
contig_1	cds	519540	520070	+	GCF_011405655.1_00414	hisE	Phosphoribosyl-ATP pyrophosphatase	EC:3.6.1.31, SO:0001217, UniRef:UniRef50_A0A0A8B4B4, UserProtein:GCF_011405655.1_00414
contig_1	cds	520186	521613	+	GCF_011405655.1_00415	glmM_2	Phosphoglucosamine mutase	COG:COG1109, EC:5.4.2.10, SO:0001217, UniRef:UniRef50_A0A173X3V3, UserProtein:GCF_011405655.1_00415
contig_1	cds	522021	522278	+	GCF_011405655.1_00416		hypothetical protein	UserProtein:GCF_011405655.1_00416
contig_1	cds	522412	523839	+	GCF_011405655.1_00417		hypothetical protein	SO:0001217, UniRef:UniRef50_K0YKS4, UserProtein:GCF_011405655.1_00417
contig_1	cds	523973	524821	+	GCF_011405655.1_00418		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KTQ1, UserProtein:GCF_011405655.1_00418
contig_1	cds	525049	525774	+	GCF_011405655.1_00419		hypothetical protein	SO:0001217, UniRef:UniRef50_G6FFV7, UserProtein:GCF_011405655.1_00419
contig_1	cds	525774	526100	+	GCF_011405655.1_00420	gdx	Guanidinium exporter	SO:0001217, UniRef:UniRef50_S2VJE0, UserProtein:GCF_011405655.1_00420
contig_1	cds	526291	526755	+	GCF_011405655.1_00421		hypothetical protein	UserProtein:GCF_011405655.1_00421
contig_1	cds	526736	527143	+	GCF_011405655.1_00422		hypothetical protein	UserProtein:GCF_011405655.1_00422
contig_1	cds	527335	530199	+	GCF_011405655.1_00423	ppk	Polyphosphate kinase	EC:2.7.4.1, UserProtein:GCF_011405655.1_00423
contig_1	cds	530264	531997	+	GCF_011405655.1_00424		Polyphosphate:AMP phosphotransferase	COG:COG2326, EC:2.7.4.-, SO:0001217, UniRef:UniRef50_A0A143XAB4, UserProtein:GCF_011405655.1_00424
contig_1	cds	532135	532251	+	GCF_011405655.1_00425		hypothetical protein	SO:0001217, UniRef:UniRef50_C7N1F2, UserProtein:GCF_011405655.1_00425
contig_1	cds	532440	533351	+	GCF_011405655.1_00426		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KTZ3, UserProtein:GCF_011405655.1_00426
contig_1	cds	533351	534832	+	GCF_011405655.1_00427	purF_1	Amidophosphoribosyltransferase	COG:COG0034, EC:2.4.2.14, SO:0001217, UniRef:UniRef50_A0A1Q6EW72, UserProtein:GCF_011405655.1_00427
contig_1	cds	534850	535926	+	GCF_011405655.1_00428	purM	Phosphoribosylformylglycinamidine cyclo-ligase	COG:COG0150, EC:6.3.3.1, SO:0001217, UniRef:UniRef50_A0A133XU03, UserProtein:GCF_011405655.1_00428
contig_1	cds	535955	536572	+	GCF_011405655.1_00429	purN	Phosphoribosylglycinamide formyltransferase	COG:COG0299, EC:2.1.2.2, SO:0001217, UniRef:UniRef50_A0A3D1YXM6, UserProtein:GCF_011405655.1_00429
contig_1	cds	536776	537768	+	GCF_011405655.1_00430		hypothetical protein	SO:0001217, UniRef:UniRef50_C7N1F7, UserProtein:GCF_011405655.1_00430
contig_1	cds	538075	538710	+	GCF_011405655.1_00431		hypothetical protein	SO:0001217, UniRef:UniRef50_G5F2Q9, UserProtein:GCF_011405655.1_00431
contig_1	cds	538969	540150	+	GCF_011405655.1_00432	purH	Bifunctional purine biosynthesis protein PurH	EC:3.5.4.10, SO:0001217, UniRef:UniRef50_A0A0J1J1L8, UserProtein:GCF_011405655.1_00432
contig_1	cds	540452	540955	+	GCF_011405655.1_00433		hypothetical protein	UserProtein:GCF_011405655.1_00433
contig_1	cds	541043	542209	+	GCF_011405655.1_00434		hypothetical protein	SO:0001217, UniRef:UniRef50_F7UZK9, UserProtein:GCF_011405655.1_00434
contig_1	cds	542253	543446	+	GCF_011405655.1_00435		hypothetical protein	UserProtein:GCF_011405655.1_00435
contig_1	cds	543490	543972	+	GCF_011405655.1_00436	menI	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	EC:3.1.2.28, SO:0001217, UniRef:UniRef50_R9KTT4, UserProtein:GCF_011405655.1_00436
contig_1	cds	544175	545395	+	GCF_011405655.1_00438	ackA_1	Acetate kinase	COG:COG0282, EC:2.7.2.1, SO:0001217, UniRef:UniRef50_C7N2L5, UserProtein:GCF_011405655.1_00438
contig_1	cds	545464	545703	+	GCF_011405655.1_00439		hypothetical protein	UserProtein:GCF_011405655.1_00439
contig_1	cds	545612	546262	-	GCF_011405655.1_00440		hypothetical protein	UserProtein:GCF_011405655.1_00440
contig_1	cds	546374	546775	+	GCF_011405655.1_00441	adhR	HTH-type transcriptional regulator AdhR	COG:COG0789, SO:0001217, UniRef:UniRef50_R8W494, UserProtein:GCF_011405655.1_00441
contig_1	cds	546837	547343	-	GCF_011405655.1_00442		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KU91, UserProtein:GCF_011405655.1_00442
contig_1	cds	548216	548686	+	GCF_011405655.1_00444	greA	Transcription elongation factor GreA	COG:COG0782, SO:0001217, UniRef:UniRef50_A0A3E2ET85, UserProtein:GCF_011405655.1_00444
contig_1	cds	548696	550672	+	GCF_011405655.1_00445	epmA	Elongation factor P--(R)-beta-lysine ligase	EC:6.3.1.-, SO:0001217, UniRef:UniRef50_A0A4I7ESW7, UserProtein:GCF_011405655.1_00445
contig_1	cds	550820	551881	+	GCF_011405655.1_00446		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KTV0, UserProtein:GCF_011405655.1_00446
contig_1	cds	552022	554607	+	GCF_011405655.1_00447	clpC1	ATP-dependent Clp protease ATP-binding subunit ClpC1	SO:0001217, UniRef:UniRef50_A0A4R7HYK5, UserProtein:GCF_011405655.1_00447
contig_1	cds	555013	555855	+	GCF_011405655.1_00448	ispD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	EC:2.7.7.60, SO:0001217, UniRef:UniRef50_K0YY17, UserProtein:GCF_011405655.1_00448
contig_1	cds	556117	556608	+	GCF_011405655.1_00449	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	COG:COG0245, EC:4.6.1.12, SO:0001217, UniRef:UniRef50_B8D0A0, UserProtein:GCF_011405655.1_00449
contig_1	cds	556841	558460	-	GCF_011405655.1_00450		hypothetical protein	UserProtein:GCF_011405655.1_00450
contig_1	cds	558737	561034	+	GCF_011405655.1_00451		NADH oxidase	EC:1.-.-.-, UserProtein:GCF_011405655.1_00451
contig_1	cds	561259	561918	+	GCF_011405655.1_00452	fliA	RNA polymerase sigma factor FliA	SO:0001217, UniRef:UniRef50_A0A369PAR4, UserProtein:GCF_011405655.1_00452
contig_1	cds	561863	562528	+	GCF_011405655.1_00453		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KTF7, UserProtein:GCF_011405655.1_00453
contig_1	cds	562973	563758	+	GCF_011405655.1_00454		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A174ZX25, UserProtein:GCF_011405655.1_00454
contig_1	cds	563915	564136	+	GCF_011405655.1_00455		hypothetical protein	SO:0001217, UniRef:UniRef50_C8WGC5, UserProtein:GCF_011405655.1_00455
contig_1	cds	564133	564234	+	GCF_011405655.1_00456		hypothetical protein	UserProtein:GCF_011405655.1_00456
contig_1	cds	564827	565153	+	GCF_011405655.1_00457		hypothetical protein	UserProtein:GCF_011405655.1_00457
contig_1	cds	565247	566806	+	GCF_011405655.1_00458	cysS	Cysteine--tRNA ligase	COG:COG0215, EC:6.1.1.16, SO:0001217, UniRef:UniRef50_Q72BQ5, UserProtein:GCF_011405655.1_00458
contig_1	cds	566811	568310	+	GCF_011405655.1_00459		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6N3ESH7, UserProtein:GCF_011405655.1_00459
contig_1	cds	568320	569468	+	GCF_011405655.1_00460		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KUD0, UserProtein:GCF_011405655.1_00460
contig_1	cds	569662	569943	+	GCF_011405655.1_00461		hypothetical protein	UserProtein:GCF_011405655.1_00461
contig_1	cds	570322	570750	-	GCF_011405655.1_00462	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	COG:COG1047, EC:5.2.1.8, SO:0001217, UniRef:UniRef50_A0A1Q6F063, UserProtein:GCF_011405655.1_00462
contig_1	cds	570971	572029	+	GCF_011405655.1_00463	argC	N-acetyl-gamma-glutamyl-phosphate reductase	COG:COG0002, EC:1.2.1.38, SO:0001217, UniRef:UniRef50_A0A174DWP0, UserProtein:GCF_011405655.1_00463
contig_1	cds	572085	573383	+	GCF_011405655.1_00464	argJ	Arginine biosynthesis bifunctional protein ArgJ	SO:0001217, UniRef:UniRef50_F7UZX8, UserProtein:GCF_011405655.1_00464
contig_1	cds	573380	574327	+	GCF_011405655.1_00465	argB	Acetylglutamate kinase	COG:COG0548, EC:2.7.2.8, SO:0001217, UniRef:UniRef50_A0A425WKH8, UserProtein:GCF_011405655.1_00465
contig_1	cds	574337	575572	+	GCF_011405655.1_00466	argD	Acetylornithine aminotransferase	COG:COG4992, EC:2.6.1.11, SO:0001217, UniRef:UniRef50_A0A1Q6E0V9, UserProtein:GCF_011405655.1_00466
contig_1	cds	576213	577595	+	GCF_011405655.1_00467	argG	Argininosuccinate synthase	EC:6.3.4.5, SO:0001217, UniRef:UniRef50_A1BG29, UserProtein:GCF_011405655.1_00467
contig_1	cds	577680	579050	+	GCF_011405655.1_00468	argH	Argininosuccinate lyase	COG:COG0165, EC:4.3.2.1, SO:0001217, UniRef:UniRef50_F7UZY5, UserProtein:GCF_011405655.1_00468
contig_1	cds	579268	581472	+	GCF_011405655.1_00469	mtgA	Biosynthetic peptidoglycan transglycosylase	EC:2.4.1.129, SO:0001217, UniRef:UniRef50_A0A6N6NKJ9, UserProtein:GCF_011405655.1_00469
contig_1	cds	581631	582140	+	GCF_011405655.1_00470		hypothetical protein	SO:0001217, UniRef:UniRef50_C8WKD7, UserProtein:GCF_011405655.1_00470
contig_1	cds	582329	584932	+	GCF_011405655.1_00471		hypothetical protein	SO:0001217, UniRef:UniRef50_F0HKD7, UserProtein:GCF_011405655.1_00471
contig_1	cds	585415	585888	+	GCF_011405655.1_00472		hypothetical protein	UserProtein:GCF_011405655.1_00472
contig_1	cds	585964	587787	-	GCF_011405655.1_00473		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A562HEA0, UserProtein:GCF_011405655.1_00473
contig_1	cds	588586	589005	-	GCF_011405655.1_00474		hypothetical protein	UserProtein:GCF_011405655.1_00474
contig_1	cds	589482	590693	+	GCF_011405655.1_00475	tyrS	Tyrosine--tRNA ligase	COG:COG0162, EC:6.1.1.1, SO:0001217, UniRef:UniRef50_R5Z8E9, UserProtein:GCF_011405655.1_00475
contig_1	cds	590860	591462	+	GCF_011405655.1_00476		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6F8SID7, UserProtein:GCF_011405655.1_00476
contig_1	cds	591510	591968	+	GCF_011405655.1_00477	sigR	ECF RNA polymerase sigma factor SigR	COG:COG1595, SO:0001217, UniRef:UniRef50_A0A6F8SK94, UserProtein:GCF_011405655.1_00477
contig_1	cds	591965	592762	+	GCF_011405655.1_00478		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KTZ7, UserProtein:GCF_011405655.1_00478
contig_1	cds	604230	604832	+	GCF_011405655.1_00485		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6N8JPH8, UserProtein:GCF_011405655.1_00485
contig_1	cds	604851	607511	+	GCF_011405655.1_00486	acn	Aconitate hydratase A	COG:COG1048, EC:4.2.1.3, SO:0001217, UniRef:UniRef50_A0A0K1F4I8, UserProtein:GCF_011405655.1_00486
contig_1	cds	607684	609465	+	GCF_011405655.1_00487	aspS	Aspartate--tRNA ligase	EC:6.1.1.12, SO:0001217, UniRef:UniRef50_C8W9R3, UserProtein:GCF_011405655.1_00487
contig_1	cds	609781	610818	-	GCF_011405655.1_00488		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KTJ5, UserProtein:GCF_011405655.1_00488
contig_1	cds	610918	612573	-	GCF_011405655.1_00489		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6F8SI60, UserProtein:GCF_011405655.1_00489
contig_1	cds	613044	613898	+	GCF_011405655.1_00490		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A3N0B4T7, UserProtein:GCF_011405655.1_00490
contig_1	cds	613902	616334	+	GCF_011405655.1_00491		hypothetical protein	UserProtein:GCF_011405655.1_00491
contig_1	cds	616410	616718	+	GCF_011405655.1_00492		Nucleoid-associated protein	COG:COG0718, SO:0001217, UniRef:UniRef50_A0A1D2KFA5, UserProtein:GCF_011405655.1_00492
contig_1	cds	616749	617345	+	GCF_011405655.1_00493	recR	Recombination protein RecR	COG:COG0353, SO:0001217, UniRef:UniRef50_A5CPD8, UserProtein:GCF_011405655.1_00493
contig_1	cds	617426	617743	-	GCF_011405655.1_00494		hypothetical protein	SO:0001217, UniRef:UniRef50_B0N3X0, UserProtein:GCF_011405655.1_00494
contig_1	cds	617887	618843	-	GCF_011405655.1_00495		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6F8SHU4, UserProtein:GCF_011405655.1_00495
contig_1	cds	619240	620829	+	GCF_011405655.1_00496		hypothetical protein	SO:0001217, UniRef:UniRef50_P44023, UserProtein:GCF_011405655.1_00496
contig_1	cds	621300	622022	-	GCF_011405655.1_00497		hypothetical protein	UserProtein:GCF_011405655.1_00497
contig_1	cds	622174	623058	-	GCF_011405655.1_00498	map_1	Methionine aminopeptidase	COG:COG0024, EC:3.4.11.18, SO:0001217, UniRef:UniRef50_E5Y7I9, UserProtein:GCF_011405655.1_00498
contig_1	cds	623198	623782	-	GCF_011405655.1_00499		hypothetical protein	SO:0001217, UniRef:UniRef50_K0ZB09, UserProtein:GCF_011405655.1_00499
contig_1	cds	624116	625285	+	GCF_011405655.1_00500		hypothetical protein	SO:0001217, UniRef:UniRef50_C8WG91, UserProtein:GCF_011405655.1_00500
contig_1	cds	625416	626246	+	GCF_011405655.1_00501	crnA	Creatinine amidohydrolase	EC:3.5.2.10, SO:0001217, UniRef:UniRef50_K0YY92, UserProtein:GCF_011405655.1_00501
contig_1	cds	626236	627600	+	GCF_011405655.1_00502	proP_1	Proline/betaine transporter	SO:0001217, UniRef:UniRef50_R9KTK5, UserProtein:GCF_011405655.1_00502
contig_1	cds	627835	629223	+	GCF_011405655.1_00503		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A316PV44, UserProtein:GCF_011405655.1_00503
contig_1	cds	629422	630243	+	GCF_011405655.1_00504		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KUI0, UserProtein:GCF_011405655.1_00504
contig_1	cds	630248	631024	-	GCF_011405655.1_00505	dnaJ	Chaperone protein DnaJ	UserProtein:GCF_011405655.1_00505
contig_1	cds	631034	632248	-	GCF_011405655.1_00506		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A4Q2JYL9, UserProtein:GCF_011405655.1_00506
contig_1	cds	632362	632778	+	GCF_011405655.1_00507		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KUA9, UserProtein:GCF_011405655.1_00507
contig_1	cds	632870	634210	+	GCF_011405655.1_00508		hypothetical protein	UserProtein:GCF_011405655.1_00508
contig_1	cds	634343	635362	+	GCF_011405655.1_00509		hypothetical protein	SO:0001217, UniRef:UniRef50_K0YKW1, UserProtein:GCF_011405655.1_00509
contig_1	cds	635355	636554	+	GCF_011405655.1_00510		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A3A9AX68, UserProtein:GCF_011405655.1_00510
contig_1	cds	636551	637540	+	GCF_011405655.1_00511		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0N8NT16, UserProtein:GCF_011405655.1_00511
contig_1	cds	637633	638301	-	GCF_011405655.1_00512	dmsD	Tat proofreading chaperone DmsD	COG:COG3381, SO:0001217, UniRef:UniRef50_K0YV47, UserProtein:GCF_011405655.1_00512
contig_1	cds	638338	639192	-	GCF_011405655.1_00513	dmsC	Anaerobic dimethyl sulfoxide reductase chain C	COG:COG3302, UserProtein:GCF_011405655.1_00513
contig_1	cds	639189	639761	-	GCF_011405655.1_00514	dmsB_3	Anaerobic dimethyl sulfoxide reductase chain B	COG:COG0437, SO:0001217, UniRef:UniRef50_A0A6L7IPG7, UserProtein:GCF_011405655.1_00514
contig_1	cds	639933	640565	-	GCF_011405655.1_00515	dmsB_4	Anaerobic dimethyl sulfoxide reductase chain B	COG:COG0437, SO:0001217, UniRef:UniRef50_A0A090S681, UserProtein:GCF_011405655.1_00515
contig_1	cds	640579	643005	-	GCF_011405655.1_00516	ynfE	Putative dimethyl sulfoxide reductase chain YnfE	COG:COG0243, EC:1.8.99.-, SO:0001217, UniRef:UniRef50_A0A6N2Y7T6, UserProtein:GCF_011405655.1_00516
contig_1	cds	643211	644887	+	GCF_011405655.1_00517		hypothetical protein	SO:0001217, UniRef:UniRef50_K0ZAX3, UserProtein:GCF_011405655.1_00517
contig_1	cds	645027	646997	+	GCF_011405655.1_00518	mdtD	Putative multidrug resistance protein MdtD	SO:0001217, UniRef:UniRef50_A0A7X5DDT8, UserProtein:GCF_011405655.1_00518
contig_1	cds	648086	649282	-	GCF_011405655.1_00519	hipA	Serine/threonine-protein kinase toxin HipA	COG:COG3550, EC:2.7.11.1, SO:0001217, UniRef:UniRef50_C4Z338, UserProtein:GCF_011405655.1_00519
contig_1	cds	649254	649547	-	GCF_011405655.1_00520		hypothetical protein	UserProtein:GCF_011405655.1_00520
contig_1	cds	649993	651981	+	GCF_011405655.1_00521	htpG	Chaperone protein HtpG	COG:COG0326, SO:0001217, UniRef:UniRef50_Q894P6, UserProtein:GCF_011405655.1_00521
contig_1	cds	652238	652861	-	GCF_011405655.1_00522		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KUJ9, UserProtein:GCF_011405655.1_00522
