# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	487388	487705	-	GCF_000478885.1_00332		hypothetical protein	SO:0001217, UniRef:UniRef50_B0N3X0, UserProtein:GCF_000478885.1_00332
contig_1	cds	487875	488831	-	GCF_000478885.1_00333		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6F8SHU4, UserProtein:GCF_000478885.1_00333
contig_1	cds	489209	490798	+	GCF_000478885.1_00334		hypothetical protein	SO:0001217, UniRef:UniRef50_P44023, UserProtein:GCF_000478885.1_00334
contig_1	cds	491004	491321	-	GCF_000478885.1_00335		hypothetical protein	UserProtein:GCF_000478885.1_00335
contig_1	cds	491729	492124	+	GCF_000478885.1_00336		hypothetical protein	UserProtein:GCF_000478885.1_00336
contig_1	cds	492128	492430	+	GCF_000478885.1_00337		hypothetical protein	UserProtein:GCF_000478885.1_00337
contig_1	cds	492423	493778	+	GCF_000478885.1_00338		hypothetical protein	UserProtein:GCF_000478885.1_00338
contig_1	cds	493809	495581	+	GCF_000478885.1_00339		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A100YX68, UserProtein:GCF_000478885.1_00339
contig_1	cds	495704	496159	-	GCF_000478885.1_00340		hypothetical protein	UserProtein:GCF_000478885.1_00340
contig_1	cds	496152	496484	-	GCF_000478885.1_00341		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1Y4GHQ6, UserProtein:GCF_000478885.1_00341
contig_1	cds	496705	497385	-	GCF_000478885.1_00342		hypothetical protein	UserProtein:GCF_000478885.1_00342
contig_1	cds	497535	498419	-	GCF_000478885.1_00343	map_1	Methionine aminopeptidase	COG:COG0024, EC:3.4.11.18, SO:0001217, UniRef:UniRef50_E5Y7I9, UserProtein:GCF_000478885.1_00343
contig_1	cds	498559	499143	-	GCF_000478885.1_00344		hypothetical protein	SO:0001217, UniRef:UniRef50_K0ZB09, UserProtein:GCF_000478885.1_00344
contig_1	cds	499477	500646	+	GCF_000478885.1_00345		hypothetical protein	SO:0001217, UniRef:UniRef50_C8WG91, UserProtein:GCF_000478885.1_00345
contig_1	cds	500777	501607	+	GCF_000478885.1_00346	crnA	Creatinine amidohydrolase	EC:3.5.2.10, SO:0001217, UniRef:UniRef50_K0YY92, UserProtein:GCF_000478885.1_00346
contig_1	cds	501597	502961	+	GCF_000478885.1_00347	proP_1	Proline/betaine transporter	SO:0001217, UniRef:UniRef50_R9KTK5, UserProtein:GCF_000478885.1_00347
contig_1	cds	503196	504584	+	GCF_000478885.1_00348		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A316PV44, UserProtein:GCF_000478885.1_00348
contig_1	cds	504783	505604	+	GCF_000478885.1_00349		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KUI0, UserProtein:GCF_000478885.1_00349
contig_1	cds	505609	506382	-	GCF_000478885.1_00350	dnaJ	Chaperone protein DnaJ	UserProtein:GCF_000478885.1_00350
contig_1	cds	506392	507606	-	GCF_000478885.1_00351		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A4Q2JYL9, UserProtein:GCF_000478885.1_00351
contig_1	cds	507719	508135	+	GCF_000478885.1_00352		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KUA9, UserProtein:GCF_000478885.1_00352
contig_1	cds	508228	509571	+	GCF_000478885.1_00353		hypothetical protein	UserProtein:GCF_000478885.1_00353
contig_1	cds	509704	510723	+	GCF_000478885.1_00354		hypothetical protein	SO:0001217, UniRef:UniRef50_K0YKW1, UserProtein:GCF_000478885.1_00354
contig_1	cds	510716	511915	+	GCF_000478885.1_00355		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A3A9AX68, UserProtein:GCF_000478885.1_00355
contig_1	cds	511912	512901	+	GCF_000478885.1_00356		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0N8NT16, UserProtein:GCF_000478885.1_00356
contig_1	cds	512994	513662	-	GCF_000478885.1_00357	dmsD	Tat proofreading chaperone DmsD	COG:COG3381, SO:0001217, UniRef:UniRef50_K0YV47, UserProtein:GCF_000478885.1_00357
contig_1	cds	513699	514553	-	GCF_000478885.1_00358	dmsC_2	Anaerobic dimethyl sulfoxide reductase chain C	COG:COG3302, UserProtein:GCF_000478885.1_00358
contig_1	cds	514550	515122	-	GCF_000478885.1_00359	dmsB_3	Anaerobic dimethyl sulfoxide reductase chain B	COG:COG0437, SO:0001217, UniRef:UniRef50_A0A6L7IPG7, UserProtein:GCF_000478885.1_00359
contig_1	cds	515294	515926	-	GCF_000478885.1_00360	dmsB_4	Anaerobic dimethyl sulfoxide reductase chain B	COG:COG0437, SO:0001217, UniRef:UniRef50_A0A090S681, UserProtein:GCF_000478885.1_00360
contig_1	cds	515940	518366	-	GCF_000478885.1_00361	ynfE	Putative dimethyl sulfoxide reductase chain YnfE	COG:COG0243, EC:1.8.99.-, SO:0001217, UniRef:UniRef50_A0A6N2Y7T6, UserProtein:GCF_000478885.1_00361
contig_1	cds	518572	520248	+	GCF_000478885.1_00362		hypothetical protein	SO:0001217, UniRef:UniRef50_K0ZAX3, UserProtein:GCF_000478885.1_00362
contig_1	cds	520387	522360	+	GCF_000478885.1_00363	mdtD	Putative multidrug resistance protein MdtD	SO:0001217, UniRef:UniRef50_A0A7X5DDT8, UserProtein:GCF_000478885.1_00363
contig_1	cds	522556	523236	+	GCF_000478885.1_00364		hypothetical protein	UserProtein:GCF_000478885.1_00364
contig_1	cds	523300	526011	+	GCF_000478885.1_00365	napA_2	Periplasmic nitrate reductase	EC:1.9.6.1, SO:0001217, UniRef:UniRef50_A0A143X2N8, UserProtein:GCF_000478885.1_00365
contig_1	cds	526001	526627	+	GCF_000478885.1_00366	soeB_2	Sulfite dehydrogenase subunit B	COG:COG0437, SO:0001217, UniRef:UniRef50_A0A1D7TNL2, UserProtein:GCF_000478885.1_00366
contig_1	cds	526637	527449	+	GCF_000478885.1_00367		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KU39, UserProtein:GCF_000478885.1_00367
contig_1	cds	527515	528297	+	GCF_000478885.1_00368	torD	Chaperone protein TorD	SO:0001217, UniRef:UniRef50_R9KUJ5, UserProtein:GCF_000478885.1_00368
contig_1	cds	528294	528920	+	GCF_000478885.1_00369	napF	Ferredoxin-type protein NapF	SO:0001217, UniRef:UniRef50_A0A7X5ICV6, UserProtein:GCF_000478885.1_00369
contig_1	cds	528925	529794	+	GCF_000478885.1_00370		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KUC4, UserProtein:GCF_000478885.1_00370
contig_1	cds	529852	531678	+	GCF_000478885.1_00371		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KTM2, UserProtein:GCF_000478885.1_00371
contig_1	cds	531777	532076	+	GCF_000478885.1_00372		hypothetical protein	UserProtein:GCF_000478885.1_00372
contig_1	cds	532060	532506	+	GCF_000478885.1_00373		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KTY1, UserProtein:GCF_000478885.1_00373
contig_1	cds	532583	534340	+	GCF_000478885.1_00374		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A369P1L3, UserProtein:GCF_000478885.1_00374
contig_1	cds	534375	535616	+	GCF_000478885.1_00375		hypothetical protein	UserProtein:GCF_000478885.1_00375
contig_1	cds	535876	536754	+	GCF_000478885.1_00376	ctkA	Serine/threonine-protein kinase CtkA	EC:2.7.11.1, SO:0001217, UniRef:UniRef50_A0A6N3C3K2, UserProtein:GCF_000478885.1_00376
contig_1	cds	536751	537527	+	GCF_000478885.1_00377		hypothetical protein	UserProtein:GCF_000478885.1_00377
contig_1	cds	537761	539749	+	GCF_000478885.1_00378	htpG	Chaperone protein HtpG	COG:COG0326, SO:0001217, UniRef:UniRef50_Q894P6, UserProtein:GCF_000478885.1_00378
contig_1	cds	540080	540679	-	GCF_000478885.1_00379		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KUJ9, UserProtein:GCF_000478885.1_00379
contig_1	cds	540686	541588	-	GCF_000478885.1_00380	rlmB	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	EC:2.1.1.185, SO:0001217, UniRef:UniRef50_A0A269ZFG9, UserProtein:GCF_000478885.1_00380
contig_1	cds	541660	541968	-	GCF_000478885.1_00381		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A370H5F7, UserProtein:GCF_000478885.1_00381
contig_1	cds	542286	543197	+	GCF_000478885.1_00382	mazG	Nucleoside triphosphate pyrophosphohydrolase	COG:COG1694, EC:3.6.1.8, SO:0001217, UniRef:UniRef50_A0A6N7XP78, UserProtein:GCF_000478885.1_00382
contig_1	cds	543199	544140	-	GCF_000478885.1_00383		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6F8SI36, UserProtein:GCF_000478885.1_00383
contig_1	cds	544343	546136	+	GCF_000478885.1_00384	ifcA_2	Fumarate reductase flavoprotein subunit	COG:COG1053, EC:1.3.5.4, SO:0001217, UniRef:UniRef50_A0A6F8SJX5, UserProtein:GCF_000478885.1_00384
contig_1	cds	546326	547954	-	GCF_000478885.1_00385	nfdA_1	N-substituted formamide deformylase	EC:3.5.1.91, SO:0001217, UniRef:UniRef50_G1WKM0, UserProtein:GCF_000478885.1_00385
contig_1	cds	548697	549920	+	GCF_000478885.1_00386	arcA_1	Arginine deiminase	COG:COG2235, EC:3.5.3.6, SO:0001217, UniRef:UniRef50_P0C0B4, UserProtein:GCF_000478885.1_00386
contig_1	cds	550079	551077	+	GCF_000478885.1_00387	argF_1	Ornithine carbamoyltransferase	EC:2.1.3.3, SO:0001217, UniRef:UniRef50_P0C0D0, UserProtein:GCF_000478885.1_00387
contig_1	cds	551325	552281	+	GCF_000478885.1_00388	arcC1_1	Carbamate kinase 1	EC:2.7.2.2, SO:0001217, UniRef:UniRef50_A0A8D5ZMK7, UserProtein:GCF_000478885.1_00388
contig_1	cds	552584	553729	+	GCF_000478885.1_00389	strB1_1	Inosamine-phosphate amidinotransferase 1	COG:COG1834, EC:2.1.4.2, UserProtein:GCF_000478885.1_00389
contig_1	cds	553988	555103	+	GCF_000478885.1_00390		hypothetical protein	SO:0001217, UniRef:UniRef50_C8WJD6, UserProtein:GCF_000478885.1_00390
contig_1	cds	555146	555706	+	GCF_000478885.1_00391		hypothetical protein	SO:0001217, UniRef:UniRef50_C8WG90, UserProtein:GCF_000478885.1_00391
contig_1	cds	555957	557303	+	GCF_000478885.1_00392	proP_2	Proline/betaine transporter	SO:0001217, UniRef:UniRef50_D6ZIP8, UserProtein:GCF_000478885.1_00392
contig_1	cds	557504	558082	+	GCF_000478885.1_00393		hypothetical protein	SO:0001217, UniRef:UniRef50_R9L2C6, UserProtein:GCF_000478885.1_00393
contig_1	cds	558361	559506	+	GCF_000478885.1_00394	strB1_2	Inosamine-phosphate amidinotransferase 1	COG:COG1834, EC:2.1.4.2, UserProtein:GCF_000478885.1_00394
contig_1	cds	559781	561148	+	GCF_000478885.1_00395	proP_3	Proline/betaine transporter	SO:0001217, UniRef:UniRef50_D6ZIP8, UserProtein:GCF_000478885.1_00395
contig_1	cds	561575	562963	+	GCF_000478885.1_00396		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A3A9BC69, UserProtein:GCF_000478885.1_00396
contig_1	cds	563052	564245	+	GCF_000478885.1_00397	aspC	Aspartate aminotransferase	COG:COG0436, EC:2.6.1.1, SO:0001217, UniRef:UniRef50_A0A173Z0W4, UserProtein:GCF_000478885.1_00397
contig_1	cds	564340	564522	-	GCF_000478885.1_00398		hypothetical protein	UserProtein:GCF_000478885.1_00398
contig_1	cds	564532	566328	-	GCF_000478885.1_00399		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6F8SPA7, UserProtein:GCF_000478885.1_00399
contig_1	cds	566546	567145	+	GCF_000478885.1_00400		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6N8IG07, UserProtein:GCF_000478885.1_00400
contig_1	cds	567148	568275	+	GCF_000478885.1_00401		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KU65, UserProtein:GCF_000478885.1_00401
contig_1	cds	568731	570890	-	GCF_000478885.1_00402	ydhV	putative oxidoreductase YdhV	COG:COG2414, EC:1.-.-.-, SO:0001217, UniRef:UniRef50_Q9R4Y1, UserProtein:GCF_000478885.1_00402
contig_1	cds	571193	571936	+	GCF_000478885.1_00403	ndhI_2	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic	EC:7.1.1.-, UserProtein:GCF_000478885.1_00403
contig_1	cds	571958	574162	+	GCF_000478885.1_00404	phsA	Thiosulfate reductase molybdopterin-containing subunit PhsA	COG:COG0243, EC:1.8.5.5, SO:0001217, UniRef:UniRef50_A0A6N2Y8V0, UserProtein:GCF_000478885.1_00404
contig_1	cds	574162	574704	+	GCF_000478885.1_00405	phsB	Thiosulfate reductase electron transfer subunit PhsB	COG:COG0437, UserProtein:GCF_000478885.1_00405
contig_1	cds	574710	575609	+	GCF_000478885.1_00406		hypothetical protein	SO:0001217, UniRef:UniRef50_K0YID6, UserProtein:GCF_000478885.1_00406
contig_1	cds	575779	576672	-	GCF_000478885.1_00407		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KUM3, UserProtein:GCF_000478885.1_00407
contig_1	cds	576955	577629	+	GCF_000478885.1_00408		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A369P5Y0, UserProtein:GCF_000478885.1_00408
contig_1	cds	577797	579434	+	GCF_000478885.1_00409		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6F8SMQ3, UserProtein:GCF_000478885.1_00409
contig_1	cds	579428	579979	-	GCF_000478885.1_00410	pdxT	Pyridoxal 5'-phosphate synthase subunit PdxT	COG:COG0311, EC:4.3.3.6, UserProtein:GCF_000478885.1_00410
contig_1	cds	579985	580914	-	GCF_000478885.1_00411	pdxS	Pyridoxal 5'-phosphate synthase subunit PdxS	COG:COG0214, EC:4.3.3.6, SO:0001217, UniRef:UniRef50_P37527, UserProtein:GCF_000478885.1_00411
contig_1	cds	581126	583024	+	GCF_000478885.1_00412		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6F8SMA6, UserProtein:GCF_000478885.1_00412
contig_1	cds	583021	583881	-	GCF_000478885.1_00413	rsxB_2	Ion-translocating oxidoreductase complex subunit B	EC:7.-.-.-, SO:0001217, UniRef:UniRef50_C5EWI9, UserProtein:GCF_000478885.1_00413
contig_1	cds	583985	584284	-	GCF_000478885.1_00414		hypothetical protein	SO:0001217, UniRef:UniRef50_C5RBS5, UserProtein:GCF_000478885.1_00414
contig_1	cds	584309	585286	-	GCF_000478885.1_00415	thiM	Hydroxyethylthiazole kinase	COG:COG2145, EC:2.7.1.50, SO:0001217, UniRef:UniRef50_R9KUM5, UserProtein:GCF_000478885.1_00415
contig_1	cds	585506	586756	+	GCF_000478885.1_00416	mnmA	tRNA-specific 2-thiouridylase MnmA	EC:2.8.1.13, SO:0001217, UniRef:UniRef50_X8IR63, UserProtein:GCF_000478885.1_00416
contig_1	cds	586808	587734	-	GCF_000478885.1_00417	gltC	HTH-type transcriptional regulator GltC	SO:0001217, UniRef:UniRef50_A0A096LEW4, UserProtein:GCF_000478885.1_00417
contig_1	cds	588132	589064	+	GCF_000478885.1_00418	cysK1	O-acetylserine sulfhydrylase	COG:COG0031, EC:2.5.1.47, SO:0001217, UniRef:UniRef50_A5HZR7, UserProtein:GCF_000478885.1_00418
contig_1	cds	589185	590840	+	GCF_000478885.1_00419	rcsC	Sensor histidine kinase RcsC	EC:2.7.13.3, SO:0001217, UniRef:UniRef50_A0A6F8SND6, UserProtein:GCF_000478885.1_00419
contig_1	cds	590847	591827	-	GCF_000478885.1_00420		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KUG3, UserProtein:GCF_000478885.1_00420
contig_1	cds	591853	592962	-	GCF_000478885.1_00421	zitB	Zinc transporter ZitB	SO:0001217, UniRef:UniRef50_A0A4T9TET9, UserProtein:GCF_000478885.1_00421
contig_1	cds	593372	594310	-	GCF_000478885.1_00422		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A369P3C5, UserProtein:GCF_000478885.1_00422
contig_1	cds	594471	595706	-	GCF_000478885.1_00423	dapL	LL-diaminopimelate aminotransferase	COG:COG0436, EC:2.6.1.83, SO:0001217, UniRef:UniRef50_Q18T09, UserProtein:GCF_000478885.1_00423
contig_1	cds	595974	599363	+	GCF_000478885.1_00424	fdnG	Formate dehydrogenase, nitrate-inducible, major subunit	COG:COG0243, EC:1.17.5.3, SO:0001217, UniRef:UniRef50_A0A369P5M4, UserProtein:GCF_000478885.1_00424
contig_1	cds	599374	600759	+	GCF_000478885.1_00425		hypothetical protein	UserProtein:GCF_000478885.1_00425
contig_1	cds	600891	601658	-	GCF_000478885.1_00426	pezT	Toxin PezT	EC:2.7.1.176, SO:0001217, UniRef:UniRef50_A0A7X5D9R8, UserProtein:GCF_000478885.1_00426
contig_1	cds	601661	602215	-	GCF_000478885.1_00427		hypothetical protein	SO:0001217, UniRef:UniRef50_R9L2G6, UserProtein:GCF_000478885.1_00427
contig_1	cds	602435	604114	-	GCF_000478885.1_00428	ettA	Energy-dependent translational throttle protein EttA	COG:COG0488, SO:0001217, UniRef:UniRef50_A0A1S1U1Z8, UserProtein:GCF_000478885.1_00428
contig_1	cds	604548	605444	+	GCF_000478885.1_00429		hypothetical protein	UserProtein:GCF_000478885.1_00429
contig_1	cds	605785	605910	-	GCF_000478885.1_00430		hypothetical protein	UserProtein:GCF_000478885.1_00430
contig_1	cds	606068	606535	+	GCF_000478885.1_00431	yfkJ	Low molecular weight protein-tyrosine-phosphatase YfkJ	COG:COG0394, EC:3.1.3.48, SO:0001217, UniRef:UniRef50_R5KZJ9, UserProtein:GCF_000478885.1_00431
contig_1	cds	606562	606924	-	GCF_000478885.1_00432		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A143X1I1, UserProtein:GCF_000478885.1_00432
contig_1	cds	607152	608216	-	GCF_000478885.1_00433		hypothetical protein	SO:0001217, UniRef:UniRef50_R9L2H1, UserProtein:GCF_000478885.1_00433
contig_1	cds	608213	610189	-	GCF_000478885.1_00434		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A7K3XZ27, UserProtein:GCF_000478885.1_00434
contig_1	cds	610354	610686	-	GCF_000478885.1_00435		hypothetical protein	UserProtein:GCF_000478885.1_00435
contig_1	cds	610644	611192	-	GCF_000478885.1_00436		hypothetical protein	UserProtein:GCF_000478885.1_00436
contig_1	cds	611462	611926	+	GCF_000478885.1_00437		hypothetical protein	UserProtein:GCF_000478885.1_00437
contig_1	cds	611939	613003	+	GCF_000478885.1_00438		hypothetical protein	UserProtein:GCF_000478885.1_00438
contig_1	cds	613077	613724	+	GCF_000478885.1_00439		hypothetical protein	UserProtein:GCF_000478885.1_00439
contig_1	cds	613734	613991	+	GCF_000478885.1_00440		hypothetical protein	UserProtein:GCF_000478885.1_00440
contig_1	cds	614007	614288	+	GCF_000478885.1_00441		hypothetical protein	UserProtein:GCF_000478885.1_00441
contig_1	cds	614340	614783	+	GCF_000478885.1_00442		hypothetical protein	UserProtein:GCF_000478885.1_00442
contig_1	cds	615005	616168	+	GCF_000478885.1_00443		hypothetical protein	UserProtein:GCF_000478885.1_00443
contig_1	cds	616168	616716	+	GCF_000478885.1_00444		hypothetical protein	UserProtein:GCF_000478885.1_00444
contig_1	cds	617005	617106	+	GCF_000478885.1_00445		hypothetical protein	UserProtein:GCF_000478885.1_00445
contig_1	cds	617283	618005	+	GCF_000478885.1_00446		hypothetical protein	UserProtein:GCF_000478885.1_00446
contig_1	cds	618241	618840	-	GCF_000478885.1_00447		Phosphoserine phosphatase	COG:COG0560, EC:3.1.3.3, SO:0001217, UniRef:UniRef50_A0A0M6WEI1, UserProtein:GCF_000478885.1_00447
contig_1	cds	619066	619752	+	GCF_000478885.1_00448		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KUA4, UserProtein:GCF_000478885.1_00448
contig_1	cds	619903	620811	-	GCF_000478885.1_00449	ppx	Exopolyphosphatase	COG:COG0248, EC:3.6.1.11, SO:0001217, UniRef:UniRef50_R9KUQ5, UserProtein:GCF_000478885.1_00449
contig_1	cds	620938	621726	-	GCF_000478885.1_00450		hypothetical protein	SO:0001217, UniRef:UniRef50_R9L2H7, UserProtein:GCF_000478885.1_00450
contig_1	cds	622350	623207	+	GCF_000478885.1_00451		hypothetical protein	UserProtein:GCF_000478885.1_00451
contig_1	cds	623229	624389	+	GCF_000478885.1_00452		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KTT2, UserProtein:GCF_000478885.1_00452
contig_1	cds	624386	625567	-	GCF_000478885.1_00453	fabH	3-oxoacyl-[acyl-carrier-protein] synthase 3	COG:COG0332, EC:2.3.1.180, SO:0001217, UniRef:UniRef50_A0A143X1N5, UserProtein:GCF_000478885.1_00453
contig_1	cds	625764	626729	+	GCF_000478885.1_00454		NADH:quinone reductase	COG:COG2070, EC:1.6.5.11, SO:0001217, UniRef:UniRef50_A0A0C7PHW7, UserProtein:GCF_000478885.1_00454
contig_1	cds	626740	627702	+	GCF_000478885.1_00455	fabD	Malonyl CoA-acyl carrier protein transacylase	EC:2.3.1.39, SO:0001217, UniRef:UniRef50_F0HPA2, UserProtein:GCF_000478885.1_00455
contig_1	cds	627705	628463	+	GCF_000478885.1_00456	fabG	3-oxoacyl-[acyl-carrier-protein] reductase FabG	EC:1.1.1.100, SO:0001217, UniRef:UniRef50_Q9X248, UserProtein:GCF_000478885.1_00456
contig_1	cds	628460	629752	+	GCF_000478885.1_00457	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	EC:2.3.1.179, SO:0001217, UniRef:UniRef50_D0WHZ4, UserProtein:GCF_000478885.1_00457
contig_1	cds	629762	630223	+	GCF_000478885.1_00458	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	EC:4.2.1.59, SO:0001217, UniRef:UniRef50_A0A6N8JT83, UserProtein:GCF_000478885.1_00458
contig_1	cds	630226	632823	+	GCF_000478885.1_00459	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic	EC:2.1.3.15, SO:0001217, UniRef:UniRef50_A0A6F8SMT9, UserProtein:GCF_000478885.1_00459
contig_1	cds	633227	634216	-	GCF_000478885.1_00460	ddh	Meso-diaminopimelate D-dehydrogenase	EC:1.4.1.16, SO:0001217, UniRef:UniRef50_Q9KWR0, UserProtein:GCF_000478885.1_00460
contig_1	cds	634288	636483	-	GCF_000478885.1_00461	sasA	Adaptive-response sensory-kinase SasA	EC:2.7.-.-, SO:0001217, UniRef:UniRef50_A0A7X5DEI6, UserProtein:GCF_000478885.1_00461
contig_1	cds	636473	637237	-	GCF_000478885.1_00462	walR	Transcriptional regulatory protein WalR	COG:COG0745, SO:0001217, UniRef:UniRef50_G1WFY0, UserProtein:GCF_000478885.1_00462
contig_1	cds	637357	638415	+	GCF_000478885.1_00463		hypothetical protein	UserProtein:GCF_000478885.1_00463
contig_1	cds	638511	639236	+	GCF_000478885.1_00464		Multidrug efflux system ATP-binding protein	COG:COG1131, EC:7.6.2.-, SO:0001217, UniRef:UniRef50_A0A4P6LVP5, UserProtein:GCF_000478885.1_00464
contig_1	cds	639230	640063	+	GCF_000478885.1_00465		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KTU5, UserProtein:GCF_000478885.1_00465
contig_1	cds	640173	640889	+	GCF_000478885.1_00466		hypothetical protein	UserProtein:GCF_000478885.1_00466
contig_1	cds	640991	641410	+	GCF_000478885.1_00467		hypothetical protein	UserProtein:GCF_000478885.1_00467
contig_1	cds	641421	642803	+	GCF_000478885.1_00468	pknD	Serine/threonine-protein kinase PknD	EC:2.7.11.1, SO:0001217, UniRef:UniRef50_A0A7K3KMJ8, UserProtein:GCF_000478885.1_00468
contig_1	cds	642922	643809	-	GCF_000478885.1_00469	rlmB	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	EC:2.1.1.185, SO:0001217, UniRef:UniRef50_F4X9S3, UserProtein:GCF_000478885.1_00469
contig_1	cds	643825	644907	-	GCF_000478885.1_00470		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A7C8BQ01, UserProtein:GCF_000478885.1_00470
contig_1	cds	645191	646012	-	GCF_000478885.1_00471		hypothetical protein	UserProtein:GCF_000478885.1_00471
contig_1	cds	646650	647603	+	GCF_000478885.1_00472	uppP	Undecaprenyl-diphosphatase	EC:3.6.1.27, SO:0001217, UniRef:UniRef50_J6IDJ3, UserProtein:GCF_000478885.1_00472
contig_1	cds	647986	648963	+	GCF_000478885.1_00473		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6F8SM60, UserProtein:GCF_000478885.1_00473
contig_1	cds	648985	649446	+	GCF_000478885.1_00474		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A7K3L266, UserProtein:GCF_000478885.1_00474
contig_1	cds	649530	650462	+	GCF_000478885.1_00475		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A3N0J1C9, UserProtein:GCF_000478885.1_00475
contig_1	cds	650574	650867	+	GCF_000478885.1_00476		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A7X5DD11, UserProtein:GCF_000478885.1_00476
contig_1	cds	650864	651514	+	GCF_000478885.1_00477		hypothetical protein	UserProtein:GCF_000478885.1_00477
contig_1	cds	651518	652153	+	GCF_000478885.1_00478		hypothetical protein	UserProtein:GCF_000478885.1_00478
contig_1	cds	652158	652400	-	GCF_000478885.1_00479		hypothetical protein	UserProtein:GCF_000478885.1_00479
contig_1	cds	652709	652978	+	GCF_000478885.1_00480		hypothetical protein	UserProtein:GCF_000478885.1_00480
contig_1	cds	653233	655662	+	GCF_000478885.1_00481	dmsA	Dimethyl sulfoxide reductase DmsA	COG:COG0243, EC:1.8.5.3, SO:0001217, UniRef:UniRef50_R9KUM4, UserProtein:GCF_000478885.1_00481
contig_1	cds	655672	656289	+	GCF_000478885.1_00482	soeB_3	Sulfite dehydrogenase subunit B	COG:COG0437, SO:0001217, UniRef:UniRef50_R9KUQ8, UserProtein:GCF_000478885.1_00482
contig_1	cds	656302	657504	+	GCF_000478885.1_00483		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KUD5, UserProtein:GCF_000478885.1_00483
contig_1	cds	657617	658303	+	GCF_000478885.1_00484		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A4T9T716, UserProtein:GCF_000478885.1_00484
contig_1	cds	658293	658682	+	GCF_000478885.1_00485		hypothetical protein	SO:0001217, UniRef:UniRef50_C8WPR0, UserProtein:GCF_000478885.1_00485
contig_1	cds	658942	659505	+	GCF_000478885.1_00486		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KUT2, UserProtein:GCF_000478885.1_00486
contig_1	cds	659802	660083	+	GCF_000478885.1_00487		hypothetical protein	UserProtein:GCF_000478885.1_00487
contig_1	cds	660080	660880	+	GCF_000478885.1_00488	aroF	Phospho-2-dehydro-3-deoxyheptonate aldolase	COG:COG2876, EC:2.5.1.54, SO:0001217, UniRef:UniRef50_C7MP64, UserProtein:GCF_000478885.1_00488
contig_1	cds	660992	661567	-	GCF_000478885.1_00489		hypothetical protein	UserProtein:GCF_000478885.1_00489
contig_1	cds	662064	663182	+	GCF_000478885.1_00490		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KTW0, UserProtein:GCF_000478885.1_00490
contig_1	cds	664014	664622	+	GCF_000478885.1_00491		hypothetical protein	UserProtein:GCF_000478885.1_00491
