locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCF_000478885.1_00376	CDS	879	ctkA_1	2.7.11.1		Serine/threonine-protein kinase CtkA
GCF_000478885.1_00377	CDS	777				hypothetical protein
GCF_000478885.1_00378	CDS	1989	htpG		COG0326	Chaperone protein HtpG
GCF_000478885.1_00379	CDS	600				hypothetical protein
GCF_000478885.1_00380	CDS	903	rlmB_1	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
GCF_000478885.1_00381	CDS	309				hypothetical protein
GCF_000478885.1_00382	CDS	912	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
GCF_000478885.1_00383	CDS	942				hypothetical protein
GCF_000478885.1_00384	CDS	1794	ifcA_2	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GCF_000478885.1_00385	CDS	1629	nfdA_1	3.5.1.91		N-substituted formamide deformylase
GCF_000478885.1_00386	CDS	1224	arcA_1	3.5.3.6	COG2235	Arginine deiminase
GCF_000478885.1_00387	CDS	999	argF_1	2.1.3.3		Ornithine carbamoyltransferase
GCF_000478885.1_00388	CDS	957	arcC1_1	2.7.2.2		Carbamate kinase 1
GCF_000478885.1_00389	CDS	1146	strB1_1	2.1.4.2	COG1834	Inosamine-phosphate amidinotransferase 1
GCF_000478885.1_00390	CDS	1116				hypothetical protein
GCF_000478885.1_00391	CDS	561				hypothetical protein
GCF_000478885.1_00392	CDS	1347	proP_2			Proline/betaine transporter
GCF_000478885.1_00393	CDS	579				hypothetical protein
GCF_000478885.1_00394	CDS	1146	strB1_2	2.1.4.2	COG1834	Inosamine-phosphate amidinotransferase 1
GCF_000478885.1_00395	CDS	1368	proP_3			Proline/betaine transporter
GCF_000478885.1_00396	CDS	1389				hypothetical protein
GCF_000478885.1_00397	CDS	1194	aspC	2.6.1.1	COG0436	Aspartate aminotransferase
GCF_000478885.1_00398	CDS	183				hypothetical protein
GCF_000478885.1_00399	CDS	1797				hypothetical protein
GCF_000478885.1_00400	CDS	600				hypothetical protein
GCF_000478885.1_00401	CDS	1128				hypothetical protein
GCF_000478885.1_00402	CDS	2160	ydhV	1.-.-.-	COG2414	putative oxidoreductase YdhV
GCF_000478885.1_00403	CDS	744	ndhI_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
GCF_000478885.1_00404	CDS	2205	phsA_2	1.8.5.5	COG0243	Thiosulfate reductase molybdopterin-containing subunit PhsA
GCF_000478885.1_00405	CDS	543	phsB_2		COG0437	Thiosulfate reductase electron transfer subunit PhsB
GCF_000478885.1_00406	CDS	900				hypothetical protein
GCF_000478885.1_00407	CDS	894				hypothetical protein
GCF_000478885.1_00408	CDS	675				hypothetical protein
GCF_000478885.1_00409	CDS	1638				hypothetical protein
GCF_000478885.1_00410	CDS	552	pdxT	4.3.3.6	COG0311	Pyridoxal 5'-phosphate synthase subunit PdxT
GCF_000478885.1_00411	CDS	930	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
GCF_000478885.1_00412	CDS	1899				hypothetical protein
GCF_000478885.1_00413	CDS	861	rsxB_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
GCF_000478885.1_00414	CDS	300				hypothetical protein
GCF_000478885.1_00415	CDS	978	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
GCF_000478885.1_00416	CDS	1251	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
GCF_000478885.1_00417	CDS	927	gltC			HTH-type transcriptional regulator GltC
GCF_000478885.1_00418	CDS	933	cysK1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
GCF_000478885.1_00419	CDS	1656	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
GCF_000478885.1_00420	CDS	981				hypothetical protein
GCF_000478885.1_00421	CDS	1110	zitB			Zinc transporter ZitB
GCF_000478885.1_00422	CDS	939				hypothetical protein
GCF_000478885.1_00423	CDS	1236	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
GCF_000478885.1_00424	CDS	3390	fdnG	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
GCF_000478885.1_00425	CDS	1386				hypothetical protein
GCF_000478885.1_00426	CDS	768	pezT	2.7.1.176		Toxin PezT
GCF_000478885.1_00427	CDS	555				hypothetical protein
GCF_000478885.1_00428	CDS	1680	ettA		COG0488	Energy-dependent translational throttle protein EttA
GCF_000478885.1_00429	CDS	897				hypothetical protein
GCF_000478885.1_00430	CDS	126				hypothetical protein
GCF_000478885.1_00431	CDS	468	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
GCF_000478885.1_00432	CDS	363				hypothetical protein
GCF_000478885.1_00433	CDS	1065				hypothetical protein
GCF_000478885.1_00434	CDS	1977				hypothetical protein
GCF_000478885.1_00435	CDS	333				hypothetical protein
GCF_000478885.1_00436	CDS	549				hypothetical protein
GCF_000478885.1_00437	CDS	465				hypothetical protein
GCF_000478885.1_00438	CDS	1065				hypothetical protein
GCF_000478885.1_00439	CDS	648				hypothetical protein
GCF_000478885.1_00440	CDS	258				hypothetical protein
GCF_000478885.1_00441	CDS	282				hypothetical protein
GCF_000478885.1_00442	CDS	444				hypothetical protein
GCF_000478885.1_00443	CDS	1164				hypothetical protein
GCF_000478885.1_00444	CDS	549				hypothetical protein
GCF_000478885.1_00445	CDS	102				hypothetical protein
GCF_000478885.1_00446	CDS	723				hypothetical protein
GCF_000478885.1_00447	CDS	600		3.1.3.3	COG0560	Phosphoserine phosphatase
GCF_000478885.1_00448	CDS	687				hypothetical protein
GCF_000478885.1_00449	CDS	909	ppx	3.6.1.11	COG0248	Exopolyphosphatase
GCF_000478885.1_00450	CDS	789				hypothetical protein
GCF_000478885.1_00451	CDS	858				hypothetical protein
GCF_000478885.1_00452	CDS	1161				hypothetical protein
GCF_000478885.1_00453	CDS	1182	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
GCF_000478885.1_00454	CDS	966		1.6.5.11	COG2070	NADH:quinone reductase
GCF_000478885.1_00455	CDS	963	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
GCF_000478885.1_00456	CDS	759	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GCF_000478885.1_00457	CDS	1293	fabF	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
GCF_000478885.1_00458	CDS	462	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
GCF_000478885.1_00459	CDS	2598	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
GCF_000478885.1_00460	CDS	990	ddh	1.4.1.16		Meso-diaminopimelate D-dehydrogenase
GCF_000478885.1_00461	CDS	2196	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
GCF_000478885.1_00462	CDS	765	walR_1		COG0745	Transcriptional regulatory protein WalR
GCF_000478885.1_00463	CDS	1059				hypothetical protein
GCF_000478885.1_00464	CDS	726		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
GCF_000478885.1_00465	CDS	834				hypothetical protein
GCF_000478885.1_00466	CDS	717				hypothetical protein
GCF_000478885.1_00467	CDS	420				hypothetical protein
GCF_000478885.1_00468	CDS	1383	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
GCF_000478885.1_00469	CDS	888	rlmB_2	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
GCF_000478885.1_00470	CDS	1083				hypothetical protein
GCF_000478885.1_00471	CDS	822				hypothetical protein
GCF_000478885.1_00472	CDS	954	uppP	3.6.1.27		Undecaprenyl-diphosphatase
GCF_000478885.1_00473	CDS	978				hypothetical protein
GCF_000478885.1_00474	CDS	462				hypothetical protein
GCF_000478885.1_00475	CDS	933				hypothetical protein
GCF_000478885.1_00476	CDS	294				hypothetical protein
GCF_000478885.1_00477	CDS	651				hypothetical protein
GCF_000478885.1_00478	CDS	636				hypothetical protein
GCF_000478885.1_00479	CDS	243				hypothetical protein
GCF_000478885.1_00480	CDS	270				hypothetical protein
GCF_000478885.1_00481	CDS	2430	dmsA_2	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
GCF_000478885.1_00482	CDS	618	soeB_3		COG0437	Sulfite dehydrogenase subunit B
GCF_000478885.1_00483	CDS	1203				hypothetical protein
GCF_000478885.1_00484	CDS	687				hypothetical protein
GCF_000478885.1_00485	CDS	390				hypothetical protein
GCF_000478885.1_00486	CDS	564				hypothetical protein
GCF_000478885.1_00487	CDS	282				hypothetical protein
GCF_000478885.1_00488	CDS	801	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
GCF_000478885.1_00489	CDS	576				hypothetical protein
GCF_000478885.1_00490	CDS	1119				hypothetical protein
GCF_000478885.1_00491	CDS	609				hypothetical protein
GCF_000478885.1_00492	CDS	840	ecfA1_1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
GCF_000478885.1_00493	CDS	855	ecfA2_1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
GCF_000478885.1_00494	CDS	768	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
GCF_000478885.1_00495	CDS	1860				hypothetical protein
GCF_000478885.1_00496	CDS	1017	aes_1	3.1.1.-		Acetyl esterase
GCF_000478885.1_00497	CDS	2202	rep	3.6.4.12		ATP-dependent DNA helicase Rep
GCF_000478885.1_00498	CDS	432				hypothetical protein
GCF_000478885.1_00499	CDS	438			COG3279	putative HTH-type transcriptional regulator
GCF_000478885.1_00500	CDS	1572	pepD	3.4.-.-	COG4690	Dipeptidase
GCF_000478885.1_00501	CDS	1359	tap			Multidrug efflux pump Tap
GCF_000478885.1_00502	CDS	846				hypothetical protein
GCF_000478885.1_00503	CDS	306				hypothetical protein
GCF_000478885.1_00504	CDS	204				hypothetical protein
GCF_000478885.1_00505	CDS	5088	srmB_1	3.6.4.13		ATP-dependent RNA helicase SrmB
GCF_000478885.1_00506	CDS	1578				hypothetical protein
GCF_000478885.1_00507	CDS	306				hypothetical protein
GCF_000478885.1_00508	CDS	414				hypothetical protein
GCF_000478885.1_00509	CDS	522				hypothetical protein
GCF_000478885.1_00510	CDS	312	rhaM	5.1.3.32		L-rhamnose mutarotase
GCF_000478885.1_00511	CDS	687				hypothetical protein
GCF_000478885.1_00512	CDS	1251	arcA_2	3.5.3.6		Arginine deiminase
GCF_000478885.1_00513	CDS	1431				hypothetical protein
GCF_000478885.1_00514	CDS	1248	arcA_3	3.5.3.6	COG2235	Arginine deiminase
GCF_000478885.1_00515	CDS	1008	argF_2	2.1.3.3	COG0078	Ornithine carbamoyltransferase
GCF_000478885.1_00516	CDS	1314				hypothetical protein
GCF_000478885.1_00517	CDS	1365				hypothetical protein
GCF_000478885.1_00518	CDS	396				hypothetical protein
GCF_000478885.1_00519	CDS	213				hypothetical protein
GCF_000478885.1_00520	CDS	1302	hipA_1	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
GCF_000478885.1_00521	CDS	414				hypothetical protein
GCF_000478885.1_00522	CDS	2904				hypothetical protein
GCF_000478885.1_00523	CDS	1971				hypothetical protein
GCF_000478885.1_00524	CDS	564				hypothetical protein
GCF_000478885.1_00525	CDS	603				hypothetical protein
GCF_000478885.1_00526	CDS	1335				hypothetical protein
GCF_000478885.1_00527	CDS	624				hypothetical protein
GCF_000478885.1_00528	CDS	1041				hypothetical protein
GCF_000478885.1_00529	CDS	978				hypothetical protein
GCF_000478885.1_00530	CDS	975				hypothetical protein
GCF_000478885.1_00531	CDS	399				hypothetical protein
GCF_000478885.1_00532	CDS	2538	pcrA_2	1.97.1.-	COG0243	Perchlorate reductase subunit alpha
GCF_000478885.1_00533	CDS	630	soeB_4		COG0437	Sulfite dehydrogenase subunit B
GCF_000478885.1_00534	CDS	1269				hypothetical protein
GCF_000478885.1_00535	CDS	363				hypothetical protein
GCF_000478885.1_00536	CDS	432				hypothetical protein
GCF_000478885.1_00537	CDS	1440	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
GCF_000478885.1_00538	CDS	669				hypothetical protein
GCF_000478885.1_00539	CDS	4782				hypothetical protein
GCF_000478885.1_00540	CDS	873	rsmI	2.1.1.198		Ribosomal RNA small subunit methyltransferase I
GCF_000478885.1_00541	CDS	582				hypothetical protein
GCF_000478885.1_00542	CDS	462				hypothetical protein
GCF_000478885.1_00543	CDS	315				hypothetical protein
GCF_000478885.1_00544	CDS	945				hypothetical protein
GCF_000478885.1_00545	CDS	459	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
GCF_000478885.1_00546	CDS	1227	iscS_1	2.8.1.7		Cysteine desulfurase IscS
GCF_000478885.1_00547	CDS	465	cymR			HTH-type transcriptional regulator CymR
GCF_000478885.1_00548	CDS	2601	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
GCF_000478885.1_00549	CDS	1578	metG	6.1.1.10		Methionine--tRNA ligase
GCF_000478885.1_00550	CDS	975	dtd3_1	3.1.1.96		D-aminoacyl-tRNA deacylase
GCF_000478885.1_00551	CDS	273				hypothetical protein
GCF_000478885.1_00552	CDS	1281				hypothetical protein
GCF_000478885.1_00553	CDS	918				hypothetical protein
GCF_000478885.1_00554	CDS	1143	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
GCF_000478885.1_00555	CDS	1545				hypothetical protein
GCF_000478885.1_00556	CDS	597	bar	2.3.1.183		Phosphinothricin N-acetyltransferase
GCF_000478885.1_00557	CDS	2001	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
GCF_000478885.1_00558	CDS	1203	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
GCF_000478885.1_00559	CDS	990	hpr	1.1.1.81	COG1052	Hydroxypyruvate reductase
GCF_000478885.1_00560	CDS	327				hypothetical protein
GCF_000478885.1_00561	tRNA	76				tRNA-Ala(cgc)
GCF_000478885.1_00562	CDS	591	yqgN		COG0212	putative protein YqgN
GCF_000478885.1_00563	CDS	1392	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
GCF_000478885.1_00564	CDS	627	napG_3		COG1145	Ferredoxin-type protein NapG
GCF_000478885.1_00565	CDS	2541	napA_3	1.9.6.1		Periplasmic nitrate reductase
GCF_000478885.1_00566	CDS	342				hypothetical protein
GCF_000478885.1_00567	CDS	255	napD			Chaperone NapD
GCF_000478885.1_00568	CDS	975	napH		COG0348	Ferredoxin-type protein NapH
GCF_000478885.1_00569	CDS	1275	nrfA_1	1.7.2.2		Cytochrome c-552
GCF_000478885.1_00570	CDS	666	ccmE			Cytochrome c-type biogenesis protein CcmE
GCF_000478885.1_00571	CDS	2361	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
GCF_000478885.1_00572	CDS	714	natA	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
GCF_000478885.1_00573	CDS	894				hypothetical protein
GCF_000478885.1_00574	CDS	768	ccsA			Cytochrome c biogenesis protein CcsA
GCF_000478885.1_00575	CDS	207				hypothetical protein
GCF_000478885.1_00576	CDS	1344				hypothetical protein
GCF_000478885.1_00577	CDS	141	yybR		COG1733	putative HTH-type transcriptional regulator YybR
GCF_000478885.1_00578	CDS	189				hypothetical protein
GCF_000478885.1_00579	CDS	1110				hypothetical protein
GCF_000478885.1_00580	CDS	570				hypothetical protein
GCF_000478885.1_00581	CDS	1851		1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GCF_000478885.1_00582	CDS	840				hypothetical protein
GCF_000478885.1_00583	CDS	924				hypothetical protein
GCF_000478885.1_00584	CDS	1059	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
GCF_000478885.1_00585	CDS	813	gtaB	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
GCF_000478885.1_00586	CDS	1269			COG2256	putative AAA domain-containing protein
GCF_000478885.1_00587	CDS	909				hypothetical protein
GCF_000478885.1_00588	CDS	1434				hypothetical protein
GCF_000478885.1_00589	CDS	2637	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
GCF_000478885.1_00590	CDS	2511				hypothetical protein
GCF_000478885.1_00591	CDS	1101				hypothetical protein
GCF_000478885.1_00592	CDS	186				hypothetical protein
GCF_000478885.1_00593	CDS	540				hypothetical protein
GCF_000478885.1_00594	CDS	3240				hypothetical protein
GCF_000478885.1_00595	CDS	270				hypothetical protein
GCF_000478885.1_00596	CDS	927	xerC_2			Tyrosine recombinase XerC
GCF_000478885.1_00597	CDS	1626				hypothetical protein
GCF_000478885.1_00598	CDS	1149				TelA-like protein
GCF_000478885.1_00599	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
GCF_000478885.1_00600	CDS	1221	mltG	4.2.2.-		Endolytic murein transglycosylase
GCF_000478885.1_00601	CDS	633				hypothetical protein
GCF_000478885.1_00602	CDS	930	ydiB	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
GCF_000478885.1_00603	CDS	1440	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
GCF_000478885.1_00604	CDS	1167	aroC	4.2.3.5	COG0082	Chorismate synthase
GCF_000478885.1_00605	CDS	537	aroK_2	2.7.1.71	COG0703	Shikimate kinase
GCF_000478885.1_00606	CDS	1122	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
GCF_000478885.1_00607	CDS	441	yqhS	4.2.1.10	COG0757	3-dehydroquinate dehydratase
GCF_000478885.1_00608	CDS	1146		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
GCF_000478885.1_00609	CDS	957				hypothetical protein
GCF_000478885.1_00610	CDS	744				hypothetical protein
GCF_000478885.1_00611	CDS	606	dmsD_3		COG3381	Tat proofreading chaperone DmsD
GCF_000478885.1_00612	CDS	627	dmsB_5		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
GCF_000478885.1_00613	CDS	2487	ynfF_1	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
GCF_000478885.1_00614	CDS	1521				hypothetical protein
GCF_000478885.1_00615	CDS	564	efp		COG0231	Elongation factor P
GCF_000478885.1_00616	CDS	882				DegV domain-containing protein
GCF_000478885.1_00617	CDS	1497				hypothetical protein
GCF_000478885.1_00618	CDS	1725				hypothetical protein
GCF_000478885.1_00619	CDS	678				hypothetical protein
GCF_000478885.1_00620	CDS	1263				hypothetical protein
GCF_000478885.1_00621	CDS	1872	oadA	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
GCF_000478885.1_00622	CDS	1353	accC	6.3.4.14	COG0439	Biotin carboxylase
GCF_000478885.1_00623	CDS	351				hypothetical protein
GCF_000478885.1_00624	CDS	588	nusB			Transcription antitermination protein NusB
GCF_000478885.1_00625	CDS	294				hypothetical protein
GCF_000478885.1_00626	CDS	1875	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
GCF_000478885.1_00627	CDS	666				hypothetical protein
GCF_000478885.1_00628	CDS	1326	amt			Ammonia channel
GCF_000478885.1_00629	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
GCF_000478885.1_00630	CDS	261				hypothetical protein
GCF_000478885.1_00631	CDS	270				hypothetical protein
GCF_000478885.1_00632	CDS	297				hypothetical protein
GCF_000478885.1_00633	CDS	1047				hypothetical protein
GCF_000478885.1_00634	CDS	1218	rpsA		COG0539	30S ribosomal protein S1
GCF_000478885.1_00635	CDS	600	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
GCF_000478885.1_00636	CDS	969				hypothetical protein
GCF_000478885.1_00637	CDS	1734	ifcA_3	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GCF_000478885.1_00638	CDS	441				hypothetical protein
GCF_000478885.1_00639	CDS	303				hypothetical protein
GCF_000478885.1_00640	CDS	1026				hypothetical protein
GCF_000478885.1_00641	CDS	2154	uvrB			UvrABC system protein B
GCF_000478885.1_00642	CDS	1650				hypothetical protein
GCF_000478885.1_00643	CDS	1617	recN		COG0497	DNA repair protein RecN
GCF_000478885.1_00644	CDS	447				hypothetical protein
GCF_000478885.1_00645	CDS	291				hypothetical protein
GCF_000478885.1_00646	CDS	1206				hypothetical protein
GCF_000478885.1_00647	CDS	1062	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
GCF_000478885.1_00648	CDS	2451	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
GCF_000478885.1_00649	CDS	1848	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
GCF_000478885.1_00650	CDS	552				hypothetical protein
GCF_000478885.1_00651	CDS	2583	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
GCF_000478885.1_00652	CDS	996	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
GCF_000478885.1_00653	CDS	537				hypothetical protein
GCF_000478885.1_00654	CDS	2112	ligA	6.5.1.2		DNA ligase
GCF_000478885.1_00655	CDS	588				hypothetical protein
GCF_000478885.1_00656	CDS	2496				hypothetical protein
GCF_000478885.1_00657	CDS	1119	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
GCF_000478885.1_00658	CDS	2049				hypothetical protein
GCF_000478885.1_00659	CDS	1125	tarK	2.7.8.46		Teichoic acid ribitol-phosphate primase
GCF_000478885.1_00660	CDS	834	tagG		COG1682	Teichoic acid translocation permease protein TagG
GCF_000478885.1_00661	CDS	750	tagH	7.5.2.4		Teichoic acids export ATP-binding protein TagH
GCF_000478885.1_00662	CDS	2106				hypothetical protein
GCF_000478885.1_00663	CDS	1890				hypothetical protein
GCF_000478885.1_00664	CDS	717	ispD_2	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
GCF_000478885.1_00665	CDS	1050	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
GCF_000478885.1_00666	CDS	1182	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
GCF_000478885.1_00667	CDS	1203	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
GCF_000478885.1_00668	CDS	2061				hypothetical protein
GCF_000478885.1_00669	CDS	642				hypothetical protein
GCF_000478885.1_00670	CDS	2160				hypothetical protein
GCF_000478885.1_00671	CDS	1944	yidC_2			Membrane protein insertase YidC
GCF_000478885.1_00672	CDS	1758				hypothetical protein
GCF_000478885.1_00673	CDS	1029				hypothetical protein
GCF_000478885.1_00674	CDS	648				hypothetical protein
GCF_000478885.1_00675	CDS	945				hypothetical protein
GCF_000478885.1_00676	CDS	1092				hypothetical protein
GCF_000478885.1_00677	CDS	1560				hypothetical protein
GCF_000478885.1_00678	CDS	1047	yfdH	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
GCF_000478885.1_00679	CDS	2160				hypothetical protein
GCF_000478885.1_00680	CDS	1845				hypothetical protein
GCF_000478885.1_00681	CDS	2769				hypothetical protein
GCF_000478885.1_00682	CDS	2586	secA1_1		COG0653	Protein translocase subunit SecA 1
GCF_000478885.1_00683	CDS	1161				IS256 family transposase ISCce2
GCF_000478885.1_00684	CDS	1551				hypothetical protein
GCF_000478885.1_00685	CDS	1890				hypothetical protein
GCF_000478885.1_00686	CDS	1698				hypothetical protein
GCF_000478885.1_00687	CDS	2040				hypothetical protein
GCF_000478885.1_00688	CDS	912				hypothetical protein
GCF_000478885.1_00689	CDS	1353	hldE	2.7.7.70		Bifunctional protein HldE
GCF_000478885.1_00690	CDS	1059	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
GCF_000478885.1_00691	CDS	1110				hypothetical protein
GCF_000478885.1_00692	CDS	2712	arnC_3	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
GCF_000478885.1_00693	CDS	1224				hypothetical protein
GCF_000478885.1_00694	CDS	165				hypothetical protein
GCF_000478885.1_00695	CDS	1530	dltA_3	6.2.1.54	COG1020	D-alanine--D-alanyl carrier protein ligase
GCF_000478885.1_00696	CDS	1185				hypothetical protein
GCF_000478885.1_00697	CDS	249	dltC		COG0236	D-alanyl carrier protein
GCF_000478885.1_00698	CDS	1002	rmlB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
GCF_000478885.1_00699	CDS	2355				hypothetical protein
GCF_000478885.1_00700	CDS	1023	wecH	2.3.1.-		O-acetyltransferase WecH
GCF_000478885.1_00701	CDS	1239				hypothetical protein
GCF_000478885.1_00702	CDS	849				hypothetical protein
GCF_000478885.1_00703	CDS	1149	tuaC	2.4.-.-	COG0438	Putative teichuronic acid biosynthesis glycosyltransferase TuaC
GCF_000478885.1_00704	CDS	1527				hypothetical protein
GCF_000478885.1_00705	CDS	1242				hypothetical protein
GCF_000478885.1_00706	CDS	693	ppm1	2.4.1.-		Polyprenol monophosphomannose synthase
GCF_000478885.1_00707	CDS	348				hypothetical protein
GCF_000478885.1_00708	CDS	1353				hypothetical protein
GCF_000478885.1_00709	CDS	1866				hypothetical protein
GCF_000478885.1_00710	CDS	1860				hypothetical protein
GCF_000478885.1_00711	CDS	945				hypothetical protein
GCF_000478885.1_00712	CDS	1782				hypothetical protein
GCF_000478885.1_00713	CDS	693	hrb		COG1773	High molecular weight rubredoxin
GCF_000478885.1_00714	CDS	1158	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
GCF_000478885.1_00715	CDS	369				hypothetical protein
GCF_000478885.1_00716	CDS	1146	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
GCF_000478885.1_00717	CDS	1098	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
GCF_000478885.1_00718	CDS	1641				hypothetical protein
GCF_000478885.1_00719	CDS	1437				hypothetical protein
GCF_000478885.1_00720	CDS	2697	secDF		COG0341	Protein translocase subunit SecDF
GCF_000478885.1_00721	CDS	324				hypothetical protein
GCF_000478885.1_00722	CDS	225				hypothetical protein
GCF_000478885.1_00723	CDS	834				hypothetical protein
GCF_000478885.1_00724	CDS	1101	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
GCF_000478885.1_00725	CDS	1014	mftC	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
GCF_000478885.1_00726	CDS	1014	yfmC		COG4594	Fe(3+)-citrate-binding protein YfmC
GCF_000478885.1_00727	CDS	999	hmuU		COG0609	Hemin transport system permease protein HmuU
GCF_000478885.1_00728	CDS	930	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GCF_000478885.1_00729	CDS	642	ribU		COG3601	Riboflavin transporter RibU
GCF_000478885.1_00730	CDS	837	ecfA1_2	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
GCF_000478885.1_00731	CDS	921	ecfA2_2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
GCF_000478885.1_00732	CDS	813	ecfT_2		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
GCF_000478885.1_00733	CDS	426				hypothetical protein
GCF_000478885.1_00734	CDS	1431	alsT_2		COG1115	Amino-acid carrier protein AlsT
GCF_000478885.1_00735	CDS	1431	alsT_3		COG1115	Amino-acid carrier protein AlsT
GCF_000478885.1_00736	CDS	1569				hypothetical protein
GCF_000478885.1_00737	CDS	1803				hypothetical protein
GCF_000478885.1_00738	CDS	786	tsaC	2.7.7.87		Threonylcarbamoyl-AMP synthase
